,cumsumduration,cumsumwinner,cumsum_hitsTotal,cumsum_hitsSuccessful,cumsum_takedownTotal,cumsum_takedownSuccessful,cumsum_submissionAttempts,cumsum_takeovers,cumsum_accentedHitsTotal,cumsum_accentedHitsSuccessful,cumsum_knockdowns,cumsum_protectionPassage,cumsum_hitsHeadTotal,cumsum_hitsHeadSuccessful,cumsum_hitsBodyTotal,cumsum_hitsBodySuccessful,cumsum_hitsLegsTotal,cumsum_hitsLegsSuccessful,cumsum_accentedHitsPositionDistanceTotal,cumsum_accentedHitsPositionDistanceSuccessful,cumsum_accentedHitsPositionClinchTotal,cumsum_accentedHitsPositionClinchSuccessful,cumsum_accentedHitsPositionParterTotal,cumsum_accentedHitsPositionParterSuccessful,cumsumwinMethods_[DEC],cumsumwinMethods_[DQ],cumsumwinMethods_[KO],cumsumwinMethods_[SUB],eventDate.date,fighterId,duration,winner,fighter_nbr,count_of_fights,fighterName
6266,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2019-10-19 04:00:00,1,300.0,True,1,0,Tanner Boser
6353,300.0,1,51.0,35.0,0.0,0.0,0.0,0.0,51.0,35.0,0.0,0.0,25.0,11.0,15.0,15.0,11.0,9.0,51.0,35.0,0.0,0.0,0.0,0.0,0,0,0,0,2019-12-21 00:00:00,1,300.0,False,1,1,Tanner Boser
6532,600.0,1,88.0,48.0,0.0,0.0,0.0,0.0,88.0,48.0,0.0,0.0,55.0,17.0,18.0,18.0,15.0,13.0,88.0,48.0,0.0,0.0,0.0,0.0,0,0,0,0,2020-06-27 00:00:00,1,161.0,True,1,2,Tanner Boser
6585,761.0,2,110.0,63.0,0.0,0.0,0.0,0.0,110.0,63.0,0.0,1.0,67.0,23.0,20.0,20.0,23.0,20.0,109.0,62.0,0.0,0.0,1.0,1.0,0,0,1,0,2020-07-25 00:00:00,1,156.0,True,1,3,Tanner Boser
6733,917.0,3,146.0,91.0,0.0,0.0,0.0,0.0,146.0,91.0,0.0,1.0,87.0,35.0,26.0,26.0,33.0,30.0,133.0,81.0,0.0,0.0,13.0,10.0,0,0,2,0,2020-11-07 00:00:00,1,300.0,False,1,4,Tanner Boser
4093,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2015-04-04 00:00:00,3,297.0,False,1,0,Shamil Abdurakhimov
4511,297.0,0,27.0,11.0,1.0,0.0,0.0,0.0,25.0,9.0,0.0,0.0,19.0,5.0,1.0,0.0,5.0,4.0,22.0,9.0,3.0,0.0,0.0,0.0,0,0,1,0,2016-02-21 00:00:00,3,300.0,True,1,1,Shamil Abdurakhimov
4799,597.0,1,70.0,46.0,1.0,0.0,0.0,0.0,56.0,33.0,0.0,0.0,42.0,23.0,5.0,3.0,9.0,7.0,38.0,20.0,18.0,13.0,0.0,0.0,1,0,1,0,2016-10-01 00:00:00,3,300.0,True,1,2,Shamil Abdurakhimov
4888,897.0,2,125.0,67.0,2.0,0.0,0.0,0.0,109.0,53.0,0.0,0.0,85.0,36.0,7.0,4.0,17.0,13.0,86.0,39.0,23.0,14.0,0.0,0.0,2,0,1,0,2016-12-09 00:00:00,3,222.0,False,1,3,Shamil Abdurakhimov
5320,1119.0,2,134.0,70.0,4.0,0.0,0.0,0.0,116.0,54.0,0.0,0.0,90.0,37.0,8.0,4.0,18.0,13.0,92.0,39.0,24.0,15.0,0.0,0.0,2,0,2,0,2017-11-25 00:00:00,3,84.0,True,1,4,Shamil Abdurakhimov
5694,1203.0,3,144.0,76.0,4.0,0.0,0.0,0.0,126.0,60.0,0.0,0.0,98.0,42.0,10.0,5.0,18.0,13.0,102.0,45.0,24.0,15.0,0.0,0.0,2,0,3,0,2018-09-15 00:00:00,3,300.0,True,1,5,Shamil Abdurakhimov
5996,1503.0,4,176.0,88.0,5.0,0.0,0.0,0.0,157.0,71.0,0.0,0.0,118.0,46.0,18.0,9.0,21.0,16.0,130.0,54.0,27.0,17.0,0.0,0.0,3,0,3,0,2019-04-20 00:00:00,3,195.0,True,1,6,Shamil Abdurakhimov
6194,1698.0,5,210.0,105.0,8.0,0.0,0.0,0.0,191.0,88.0,0.0,0.0,147.0,59.0,23.0,13.0,21.0,16.0,157.0,66.0,34.0,22.0,0.0,0.0,3,0,4,0,2019-09-07 00:00:00,3,142.0,False,1,7,Shamil Abdurakhimov
5903,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2019-02-23 00:00:00,4,300.0,False,1,0,Klidson Abreu
6128,300.0,0,26.0,5.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,17.0,1.0,7.0,3.0,0.0,0.0,20.0,1.0,4.0,3.0,0.0,0.0,1,0,0,0,2019-07-21 04:00:00,4,300.0,True,1,1,Klidson Abreu
6305,600.0,1,75.0,22.0,0.0,0.0,0.0,0.0,70.0,18.0,0.0,0.0,50.0,7.0,12.0,3.0,8.0,8.0,63.0,15.0,7.0,3.0,0.0,0.0,2,0,0,0,2019-11-09 00:00:00,4,300.0,False,1,2,Klidson Abreu
6489,900.0,1,111.0,44.0,1.0,1.0,0.0,0.0,97.0,33.0,0.0,0.0,68.0,13.0,16.0,7.0,13.0,13.0,88.0,29.0,8.0,4.0,1.0,0.0,3,0,0,0,2020-05-30 00:00:00,4,111.0,False,1,3,Klidson Abreu
671,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2004-12-31 00:00:00,5,114.0,True,1,0,Yoshihiro Akiyama
696,114.0,1,16.0,5.0,1.0,1.0,1.0,0.0,9.0,2.0,0.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0,0,0,1,2005-03-26 00:00:00,5,144.0,False,1,1,Yoshihiro Akiyama
746,258.0,1,19.0,6.0,4.0,3.0,2.0,0.0,11.0,3.0,0.0,4.0,10.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,0,0,1,1,2005-07-06 00:00:00,5,59.0,True,1,2,Yoshihiro Akiyama
801,317.0,2,19.0,6.0,5.0,4.0,3.0,0.0,11.0,3.0,0.0,5.0,10.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,0,0,1,2,2005-10-12 00:00:00,5,167.0,True,1,3,Yoshihiro Akiyama
818,484.0,3,55.0,26.0,6.0,5.0,3.0,0.0,44.0,21.0,0.0,6.0,42.0,21.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,33.0,21.0,0,0,2,2,2005-11-05 00:00:00,5,211.0,True,1,4,Yoshihiro Akiyama
872,695.0,4,86.0,47.0,7.0,6.0,3.0,0.0,67.0,36.0,0.0,7.0,64.0,35.0,2.0,1.0,1.0,0.0,13.0,1.0,0.0,0.0,54.0,35.0,0,0,3,2,2006-03-15 00:00:00,5,101.0,True,1,5,Yoshihiro Akiyama
898,796.0,5,94.0,51.0,8.0,7.0,4.0,0.0,73.0,38.0,0.0,8.0,69.0,36.0,3.0,2.0,1.0,0.0,15.0,1.0,4.0,2.0,54.0,35.0,0,0,3,3,2006-05-03 00:00:00,5,145.0,True,1,6,Yoshihiro Akiyama
961,941.0,6,135.0,62.0,8.0,7.0,4.0,0.0,114.0,49.0,0.0,8.0,106.0,45.0,5.0,3.0,3.0,1.0,52.0,9.0,8.0,5.0,54.0,35.0,0,0,4,3,2006-08-05 00:00:00,5,121.0,True,1,7,Yoshihiro Akiyama
1011,1062.0,7,140.0,67.0,10.0,8.0,5.0,0.0,117.0,52.0,0.0,9.0,109.0,48.0,5.0,3.0,3.0,1.0,53.0,10.0,9.0,6.0,55.0,36.0,0,0,4,4,2006-10-09 00:00:00,5,118.0,True,1,8,Yoshihiro Akiyama
1608,1180.0,8,148.0,70.0,11.0,8.0,7.0,0.0,124.0,54.0,0.0,10.0,112.0,48.0,8.0,4.0,4.0,2.0,58.0,10.0,10.0,7.0,56.0,37.0,0,0,4,5,2008-09-23 00:00:00,5,386.0,True,1,9,Yoshihiro Akiyama
1867,1566.0,9,195.0,110.0,13.0,10.0,8.0,0.0,135.0,61.0,0.0,15.0,122.0,55.0,8.0,4.0,5.0,2.0,62.0,12.0,11.0,7.0,62.0,42.0,0,0,4,6,2009-07-11 00:00:00,5,300.0,True,1,10,Yoshihiro Akiyama
2215,1866.0,10,258.0,133.0,14.0,11.0,8.0,0.0,194.0,81.0,0.0,16.0,179.0,74.0,10.0,5.0,5.0,2.0,121.0,32.0,11.0,7.0,62.0,42.0,1,0,4,6,2010-07-03 00:00:00,5,280.0,False,1,11,Yoshihiro Akiyama
2306,2146.0,10,294.0,153.0,15.0,12.0,8.0,0.0,209.0,86.0,0.0,18.0,194.0,79.0,10.0,5.0,5.0,2.0,129.0,33.0,11.0,7.0,69.0,46.0,1,0,4,7,2010-10-16 00:00:00,5,300.0,False,1,12,Yoshihiro Akiyama
2578,2446.0,10,367.0,167.0,15.0,12.0,8.0,0.0,282.0,100.0,0.0,18.0,264.0,90.0,13.0,8.0,5.0,2.0,199.0,46.0,14.0,8.0,69.0,46.0,2,0,4,7,2011-08-06 00:00:00,5,112.0,False,1,13,Yoshihiro Akiyama
2815,2558.0,10,376.0,168.0,15.0,12.0,8.0,0.0,291.0,101.0,0.0,18.0,270.0,90.0,13.0,8.0,8.0,3.0,208.0,47.0,14.0,8.0,69.0,46.0,2,0,5,7,2012-02-25 00:00:00,5,300.0,False,1,14,Yoshihiro Akiyama
3844,2858.0,10,416.0,190.0,15.0,12.0,8.0,0.0,320.0,113.0,0.0,18.0,297.0,100.0,14.0,9.0,9.0,4.0,233.0,56.0,18.0,11.0,69.0,46.0,3,0,5,7,2014-09-20 00:00:00,5,300.0,True,1,15,Yoshihiro Akiyama
4396,3158.0,11,495.0,234.0,15.0,12.0,8.0,0.0,384.0,146.0,0.0,18.0,359.0,131.0,16.0,11.0,9.0,4.0,259.0,70.0,18.0,11.0,107.0,65.0,4,0,5,7,2015-11-28 00:00:00,5,300.0,False,1,16,Yoshihiro Akiyama
4280,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2015-08-01 00:00:00,6,300.0,False,1,0,Jessica Aguilar
5067,300.0,0,64.0,28.0,2.0,0.0,0.0,0.0,64.0,28.0,0.0,0.0,48.0,13.0,2.0,1.0,14.0,14.0,61.0,25.0,3.0,3.0,0.0,0.0,1,0,0,0,2017-05-13 00:00:00,6,300.0,False,1,1,Jessica Aguilar
5626,600.0,0,115.0,61.0,4.0,1.0,0.0,0.0,101.0,48.0,0.0,0.0,75.0,24.0,7.0,5.0,19.0,19.0,86.0,37.0,14.0,10.0,1.0,1.0,2,0,0,0,2018-07-14 00:00:00,6,300.0,True,1,2,Jessica Aguilar
5782,900.0,1,204.0,120.0,7.0,1.0,0.0,0.0,188.0,105.0,0.0,0.0,147.0,66.0,15.0,13.0,26.0,26.0,155.0,79.0,32.0,25.0,1.0,1.0,3,0,0,0,2018-11-24 00:00:00,6,221.0,False,1,3,Jessica Aguilar
5967,1121.0,1,218.0,131.0,8.0,1.0,0.0,0.0,200.0,114.0,0.0,0.0,149.0,66.0,24.0,21.0,27.0,27.0,157.0,79.0,42.0,34.0,1.0,1.0,3,0,0,1,2019-03-31 03:00:00,6,300.0,False,1,4,Jessica Aguilar
5837,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2018-12-16 04:00:00,7,58.0,True,1,0,Juan Adams
6021,58.0,1,18.0,15.0,0.0,0.0,0.0,0.0,18.0,15.0,0.0,0.0,16.0,13.0,2.0,2.0,0.0,0.0,9.0,7.0,9.0,8.0,0.0,0.0,0,0,1,0,2019-05-04 00:00:00,7,300.0,False,1,1,Juan Adams
6122,358.0,1,73.0,47.0,0.0,0.0,0.0,0.0,63.0,38.0,0.0,0.0,56.0,32.0,7.0,6.0,0.0,0.0,40.0,19.0,22.0,18.0,1.0,1.0,1,0,1,0,2019-07-21 04:00:00,7,45.0,False,1,2,Juan Adams
6386,403.0,1,80.0,50.0,1.0,0.0,0.0,0.0,70.0,41.0,0.0,0.0,63.0,35.0,7.0,6.0,0.0,0.0,47.0,22.0,22.0,18.0,1.0,1.0,1,0,2,0,2020-02-08 00:00:00,7,119.0,False,1,3,Juan Adams
5431,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2018-02-10 00:00:00,8,217.0,True,1,0,Israel Adesanya
5494,217.0,1,63.0,46.0,0.0,0.0,0.0,0.0,59.0,42.0,0.0,0.0,46.0,30.0,10.0,10.0,3.0,2.0,32.0,21.0,27.0,21.0,0.0,0.0,0,0,1,0,2018-04-15 03:00:00,8,300.0,True,1,1,Israel Adesanya
5591,517.0,2,94.0,65.0,1.0,0.0,0.0,0.0,80.0,52.0,0.0,0.0,65.0,38.0,12.0,12.0,3.0,2.0,53.0,31.0,27.0,21.0,0.0,0.0,1,0,1,0,2018-07-06 00:00:00,8,300.0,True,1,2,Israel Adesanya
5744,817.0,3,141.0,93.0,1.0,0.0,1.0,0.0,124.0,77.0,0.0,2.0,97.0,53.0,16.0,14.0,11.0,10.0,92.0,51.0,27.0,21.0,5.0,5.0,2,0,1,0,2018-11-03 00:00:00,8,291.0,True,1,3,Israel Adesanya
5886,1108.0,4,166.0,108.0,1.0,0.0,1.0,0.0,147.0,90.0,0.0,2.0,113.0,62.0,20.0,17.0,14.0,11.0,111.0,62.0,30.0,23.0,6.0,5.0,2,0,2,0,2019-02-10 06:00:00,8,300.0,True,1,4,Israel Adesanya
5974,1408.0,5,215.0,133.0,1.0,0.0,1.0,0.0,196.0,115.0,0.0,2.0,138.0,71.0,33.0,22.0,25.0,22.0,160.0,87.0,30.0,23.0,6.0,5.0,3,0,2,0,2019-04-13 00:00:00,8,300.0,True,1,5,Israel Adesanya
6239,1708.0,6,278.0,176.0,1.0,0.0,3.0,0.0,253.0,152.0,0.0,2.0,187.0,103.0,34.0,23.0,32.0,26.0,207.0,117.0,30.0,23.0,16.0,12.0,4,0,2,0,2019-10-05 00:00:00,8,213.0,True,1,6,Israel Adesanya
6435,1921.0,7,329.0,196.0,1.0,0.0,3.0,0.0,304.0,172.0,0.0,2.0,229.0,116.0,38.0,25.0,37.0,31.0,254.0,134.0,30.0,23.0,20.0,15.0,4,0,3,0,2020-03-07 00:00:00,8,300.0,True,1,7,Israel Adesanya
6670,2221.0,8,358.0,208.0,1.0,0.0,3.0,0.0,333.0,184.0,0.0,2.0,245.0,120.0,44.0,26.0,44.0,38.0,283.0,146.0,30.0,23.0,20.0,15.0,5,0,3,0,2020-09-26 00:00:00,8,239.0,True,1,8,Israel Adesanya
5629,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2018-07-22 00:00:00,9,300.0,True,1,0,Abu Azaitar
6052,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2019-06-01 00:00:00,10,300.0,False,1,0,Rostem Akman
6244,300.0,0,27.0,11.0,3.0,2.0,0.0,0.0,26.0,10.0,0.0,0.0,24.0,8.0,2.0,2.0,0.0,0.0,22.0,7.0,4.0,3.0,0.0,0.0,1,0,0,0,2019-10-05 00:00:00,10,300.0,False,1,1,Rostem Akman
4101,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2015-04-11 00:00:00,11,214.0,True,1,0,Alexandra Albu
5183,214.0,1,41.0,26.0,0.0,0.0,1.0,0.0,38.0,24.0,0.0,0.0,32.0,20.0,5.0,3.0,1.0,1.0,29.0,16.0,9.0,8.0,0.0,0.0,0,0,0,1,2017-07-29 00:00:00,11,300.0,True,1,1,Alexandra Albu
5897,514.0,2,113.0,58.0,1.0,1.0,1.0,0.0,91.0,46.0,0.0,0.0,78.0,38.0,10.0,5.0,3.0,3.0,76.0,33.0,11.0,10.0,4.0,3.0,1,0,0,1,2019-02-18 05:00:00,11,61.0,False,1,2,Alexandra Albu
6286,575.0,2,119.0,60.0,1.0,1.0,1.0,0.0,96.0,48.0,0.0,0.0,83.0,40.0,10.0,5.0,3.0,3.0,81.0,35.0,11.0,10.0,4.0,3.0,1,0,0,2,2019-10-26 00:00:00,11,300.0,False,1,3,Alexandra Albu
790,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2005-10-03 00:00:00,12,283.0,False,1,0,Thiago Alves
826,283.0,0,67.0,45.0,2.0,2.0,0.0,0.0,28.0,13.0,0.0,1.0,22.0,7.0,5.0,5.0,1.0,1.0,8.0,2.0,7.0,6.0,13.0,5.0,0,0,0,1,2005-11-19 00:00:00,12,145.0,True,1,1,Thiago Alves
896,428.0,1,79.0,54.0,3.0,3.0,0.0,0.0,39.0,21.0,0.0,3.0,30.0,12.0,7.0,7.0,2.0,2.0,10.0,4.0,9.0,8.0,20.0,9.0,0,0,1,1,2006-04-15 00:00:00,12,174.0,True,1,2,Thiago Alves
943,602.0,2,115.0,73.0,3.0,3.0,0.0,0.0,66.0,32.0,0.0,3.0,47.0,17.0,12.0,11.0,7.0,4.0,29.0,9.0,15.0,12.0,22.0,11.0,0,0,2,1,2006-06-28 00:00:00,12,277.0,False,1,3,Thiago Alves
1019,879.0,2,116.0,74.0,3.0,3.0,0.0,0.0,66.0,32.0,0.0,3.0,47.0,17.0,12.0,11.0,7.0,4.0,29.0,9.0,15.0,12.0,22.0,11.0,0,0,3,1,2006-10-10 00:00:00,12,300.0,True,1,4,Thiago Alves
1081,1179.0,3,172.0,100.0,3.0,3.0,0.0,0.0,120.0,56.0,0.0,3.0,82.0,28.0,16.0,14.0,22.0,14.0,76.0,29.0,22.0,16.0,22.0,11.0,1,0,3,1,2006-12-30 00:00:00,12,70.0,True,1,5,Thiago Alves
1281,1249.0,4,178.0,104.0,3.0,3.0,1.0,0.0,126.0,60.0,0.0,3.0,88.0,32.0,16.0,14.0,22.0,14.0,78.0,30.0,22.0,16.0,26.0,14.0,1,0,4,1,2007-09-19 00:00:00,12,244.0,True,1,6,Thiago Alves
1322,1493.0,5,220.0,129.0,3.0,3.0,1.0,0.0,167.0,84.0,0.0,3.0,119.0,48.0,18.0,16.0,30.0,20.0,100.0,41.0,38.0,29.0,29.0,14.0,1,0,5,1,2007-11-17 00:00:00,12,300.0,True,1,7,Thiago Alves
1434,1793.0,6,282.0,157.0,3.0,3.0,1.0,0.0,224.0,107.0,0.0,3.0,155.0,55.0,25.0,21.0,44.0,31.0,145.0,58.0,50.0,35.0,29.0,14.0,1,0,6,1,2008-04-02 00:00:00,12,24.0,True,1,8,Thiago Alves
1502,1817.0,7,293.0,163.0,3.0,3.0,1.0,0.0,235.0,113.0,0.0,3.0,165.0,60.0,25.0,21.0,45.0,32.0,152.0,60.0,51.0,36.0,32.0,17.0,1,0,7,1,2008-06-07 00:00:00,12,62.0,True,1,9,Thiago Alves
1631,1879.0,8,301.0,170.0,3.0,3.0,1.0,0.0,240.0,117.0,0.0,4.0,170.0,64.0,25.0,21.0,45.0,32.0,154.0,62.0,51.0,36.0,35.0,19.0,1,0,8,1,2008-10-25 00:00:00,12,300.0,True,1,10,Thiago Alves
1871,2179.0,9,383.0,210.0,3.0,3.0,1.0,0.0,322.0,157.0,0.0,4.0,233.0,88.0,25.0,21.0,64.0,48.0,225.0,94.0,62.0,44.0,35.0,19.0,2,0,8,1,2009-07-11 00:00:00,12,300.0,False,1,11,Thiago Alves
2241,2479.0,9,416.0,216.0,3.0,3.0,1.0,0.0,353.0,161.0,0.0,4.0,261.0,90.0,25.0,21.0,67.0,50.0,256.0,98.0,62.0,44.0,35.0,19.0,3,0,8,1,2010-08-07 00:00:00,12,300.0,False,1,12,Thiago Alves
2370,2779.0,9,461.0,234.0,3.0,3.0,1.0,1.0,392.0,174.0,0.0,4.0,295.0,98.0,26.0,22.0,71.0,54.0,286.0,109.0,67.0,45.0,39.0,20.0,4,0,8,1,2010-12-11 00:00:00,12,300.0,True,1,13,Thiago Alves
2501,3079.0,10,531.0,265.0,3.0,3.0,1.0,1.0,461.0,204.0,0.0,4.0,343.0,111.0,31.0,25.0,87.0,68.0,349.0,137.0,72.0,47.0,40.0,20.0,5,0,8,1,2011-05-28 00:00:00,12,300.0,False,1,14,Thiago Alves
2686,3379.0,10,596.0,293.0,4.0,3.0,1.0,1.0,526.0,232.0,0.0,4.0,405.0,136.0,32.0,26.0,89.0,70.0,408.0,161.0,78.0,51.0,40.0,20.0,6,0,8,1,2011-11-05 00:00:00,12,212.0,True,1,15,Thiago Alves
2827,3591.0,11,647.0,323.0,4.0,3.0,2.0,1.0,571.0,257.0,0.0,6.0,440.0,153.0,35.0,29.0,96.0,75.0,438.0,173.0,79.0,52.0,54.0,32.0,6,0,8,2,2012-03-02 00:00:00,12,252.0,False,1,16,Thiago Alves
3628,3843.0,11,692.0,347.0,6.0,4.0,2.0,1.0,611.0,276.0,0.0,6.0,471.0,168.0,37.0,30.0,103.0,78.0,478.0,192.0,79.0,52.0,54.0,32.0,6,0,8,3,2014-04-19 00:00:00,12,300.0,True,1,17,Thiago Alves
4022,4143.0,12,774.0,389.0,7.0,4.0,2.0,1.0,692.0,317.0,0.0,6.0,523.0,183.0,51.0,42.0,118.0,92.0,554.0,229.0,84.0,56.0,54.0,32.0,7,0,8,3,2015-01-31 00:00:00,12,39.0,True,1,18,Thiago Alves
4164,4182.0,13,787.0,397.0,7.0,4.0,2.0,1.0,705.0,325.0,0.0,6.0,533.0,189.0,52.0,43.0,120.0,93.0,559.0,231.0,84.0,56.0,62.0,38.0,7,0,9,3,2015-05-30 00:00:00,12,300.0,False,1,19,Thiago Alves
4835,4482.0,13,818.0,409.0,7.0,4.0,3.0,1.0,735.0,336.0,0.0,6.0,557.0,194.0,53.0,44.0,125.0,98.0,587.0,242.0,86.0,56.0,62.0,38.0,7,0,10,3,2016-11-12 00:00:00,12,300.0,False,1,20,Thiago Alves
5023,4782.0,13,858.0,428.0,7.0,4.0,3.0,1.0,770.0,350.0,0.0,6.0,585.0,201.0,56.0,47.0,129.0,102.0,614.0,253.0,86.0,56.0,70.0,41.0,8,0,10,3,2017-04-08 00:00:00,12,300.0,True,1,21,Thiago Alves
5438,5082.0,14,902.0,455.0,8.0,5.0,3.0,1.0,809.0,373.0,0.0,7.0,608.0,210.0,62.0,52.0,139.0,111.0,644.0,270.0,90.0,59.0,75.0,44.0,9,0,10,3,2018-02-18 00:00:00,12,257.0,False,1,22,Thiago Alves
5693,5339.0,14,962.0,477.0,8.0,5.0,3.0,1.0,869.0,395.0,0.0,7.0,640.0,212.0,65.0,55.0,164.0,128.0,704.0,292.0,90.0,59.0,75.0,44.0,9,0,11,3,2018-09-15 00:00:00,12,300.0,False,1,23,Thiago Alves
5872,5639.0,14,1027.0,498.0,8.0,5.0,3.0,1.0,934.0,416.0,0.0,7.0,683.0,219.0,74.0,60.0,177.0,137.0,767.0,313.0,92.0,59.0,75.0,44.0,10,0,11,3,2019-02-02 00:00:00,12,300.0,True,1,24,Thiago Alves
6026,5939.0,15,1050.0,513.0,8.0,5.0,3.0,1.0,951.0,425.0,0.0,7.0,693.0,223.0,79.0,63.0,179.0,139.0,782.0,320.0,94.0,61.0,75.0,44.0,11,0,11,3,2019-05-11 00:00:00,12,300.0,False,1,25,Thiago Alves
6323,6239.0,15,1115.0,543.0,11.0,6.0,3.0,1.0,1015.0,454.0,0.0,7.0,743.0,239.0,81.0,64.0,191.0,151.0,842.0,346.0,98.0,64.0,75.0,44.0,12,0,11,3,2019-12-08 05:00:00,12,158.0,False,1,26,Thiago Alves
3668,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2014-05-31 00:00:00,13,25.0,True,1,0,Warlley Alves
3908,25.0,1,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,2014-11-08 00:00:00,13,300.0,True,1,1,Warlley Alves
4282,325.0,2,48.0,20.0,0.0,0.0,1.0,0.0,48.0,20.0,0.0,0.0,42.0,16.0,5.0,3.0,1.0,1.0,45.0,18.0,3.0,2.0,0.0,0.0,1,0,0,1,2015-08-01 00:00:00,13,251.0,True,1,2,Warlley Alves
4430,576.0,3,63.0,30.0,2.0,1.0,2.0,0.0,60.0,27.0,0.0,2.0,50.0,19.0,7.0,5.0,3.0,3.0,51.0,21.0,5.0,4.0,4.0,2.0,1,0,0,2,2015-12-12 00:00:00,13,86.0,True,1,3,Warlley Alves
4602,662.0,4,67.0,32.0,2.0,1.0,3.0,0.0,64.0,29.0,0.0,2.0,52.0,19.0,8.0,6.0,4.0,4.0,54.0,23.0,6.0,4.0,4.0,2.0,1,0,0,3,2016-05-14 00:00:00,13,300.0,False,1,4,Warlley Alves
4843,962.0,4,132.0,67.0,4.0,1.0,3.0,0.0,128.0,63.0,0.0,2.0,108.0,48.0,15.0,10.0,5.0,5.0,114.0,54.0,10.0,7.0,4.0,2.0,2,0,0,3,2016-11-20 00:00:00,13,300.0,False,1,5,Warlley Alves
5260,1262.0,4,142.0,68.0,4.0,1.0,4.0,0.0,138.0,64.0,0.0,2.0,116.0,48.0,16.0,10.0,6.0,6.0,123.0,55.0,11.0,7.0,4.0,2.0,3,0,0,3,2017-10-21 00:00:00,13,300.0,True,1,6,Warlley Alves
5524,1562.0,5,179.0,84.0,6.0,2.0,4.0,0.0,170.0,75.0,0.0,2.0,132.0,52.0,22.0,12.0,16.0,11.0,155.0,66.0,11.0,7.0,4.0,2.0,4,0,0,3,2018-05-12 00:00:00,13,300.0,True,1,7,Warlley Alves
5666,1862.0,6,216.0,106.0,6.0,2.0,4.0,0.0,192.0,83.0,0.0,2.0,144.0,56.0,29.0,14.0,19.0,13.0,169.0,68.0,19.0,13.0,4.0,2.0,4,0,1,3,2018-08-25 00:00:00,13,148.0,False,1,8,Warlley Alves
6029,2010.0,6,250.0,126.0,6.0,2.0,4.0,0.0,216.0,95.0,0.0,2.0,166.0,68.0,31.0,14.0,19.0,13.0,188.0,75.0,24.0,18.0,4.0,2.0,4,0,2,3,2019-05-11 00:00:00,13,253.0,True,1,9,Warlley Alves
