iter	Passed	Remaining
0	9	27631
1	16	24542
2	23	23947
3	30	23083
4	37	22206
5	43	21935
6	50	21749
7	59	22105
8	67	22407
9	75	22587
10	85	23258
11	92	23153
12	100	23116
13	107	23013
14	114	22847
15	124	23146
16	131	22994
17	139	23062
18	146	22978
19	157	23485
20	166	23661
21	175	23768
22	182	23629
23	192	23810
24	200	23844
25	209	23958
26	215	23744
27	224	23781
28	233	23882
29	241	23867
30	249	23894
31	257	23886
32	265	23863
33	273	23862
34	278	23609
35	285	23486
36	292	23433
37	299	23323
38	306	23260
39	312	23091
40	317	22949
41	322	22745
42	327	22536
43	333	22385
44	337	22185
45	343	22070
46	348	21878
47	354	21788
48	359	21656
49	365	21560
50	372	21528
51	381	21613
52	387	21529
53	393	21452
54	397	21305
55	403	21188
56	407	21031
57	412	20928
58	418	20842
59	423	20748
60	428	20651
61	433	20546
62	440	20522
63	444	20412
64	449	20274
65	453	20176
66	459	20098
67	463	19995
68	468	19919
69	472	19782
70	476	19639
71	479	19508
72	483	19380
73	486	19255
74	490	19135
75	494	19016
76	497	18904
77	501	18791
78	505	18681
79	508	18575
80	512	18468
81	515	18359
82	519	18258
83	523	18165
84	526	18069
85	531	18014
86	538	18028
87	544	18021
88	550	18020
89	558	18048
90	564	18057
91	571	18051
92	577	18041
93	582	18009
94	588	17996
95	595	18007
96	602	18021
97	608	18019
98	615	18023
99	619	17972
100	624	17924
101	628	17845
102	633	17815
103	638	17783
104	643	17737
105	648	17714
106	653	17659
107	658	17626
108	662	17572
109	667	17534
110	672	17501
111	676	17455
112	681	17417
113	687	17400
114	692	17378
115	698	17372
116	703	17339
117	709	17339
118	715	17320
119	720	17288
120	725	17262
121	730	17237
122	735	17200
123	740	17185
124	746	17158
125	750	17125
126	757	17144
127	762	17108
128	768	17102
129	774	17094
130	779	17081
131	784	17053
132	789	17028
133	795	17011
134	800	16980
135	805	16963
136	810	16946
137	815	16917
138	822	16934
139	827	16909
140	836	16951
141	843	16971
142	848	16961
143	854	16951
144	860	16952
145	867	16961
146	874	16970
147	880	16966
148	887	16984
149	893	16971
150	899	16967
151	906	16993
152	914	17012
153	921	17023
154	925	16993
155	932	17007
156	939	17008
157	945	17009
158	960	17154
159	968	17193
160	976	17227
161	985	17258
162	990	17237
163	997	17255
164	1004	17254
165	1010	17247
166	1015	17234
167	1022	17238
168	1030	17264
169	1038	17282
170	1044	17288
171	1051	17294
172	1059	17309
173	1066	17327
174	1076	17376
175	1085	17416
176	1093	17438
177	1100	17454
178	1110	17500
179	1116	17494
180	1121	17474
181	1125	17427
182	1130	17397
183	1134	17363
184	1139	17331
185	1144	17318
186	1150	17310
187	1156	17294
188	1160	17266
189	1166	17247
190	1173	17260
191	1178	17237
192	1182	17195
193	1186	17163
194	1190	17121
195	1193	17079
196	1197	17039
197	1203	17025
198	1207	17002
199	1211	16964
200	1215	16923
201	1219	16887
202	1222	16848
203	1226	16809
204	1230	16771
205	1233	16733
206	1237	16694
207	1240	16657
208	1244	16620
209	1248	16584
210	1251	16548
211	1259	16564
212	1265	16554
213	1271	16553
214	1276	16535
215	1281	16514
216	1286	16504
217	1290	16468
218	1294	16437
219	1298	16402
220	1301	16369
221	1305	16338
222	1309	16305
223	1312	16271
224	1316	16239
225	1320	16211
226	1324	16179
227	1328	16147
