,cumsum_duration,cumsum_winner,cumsum_hitsTotal,cumsum_hitsSuccessful,cumsum_takedownTotal,cumsum_takedownSuccessful,cumsum_submissionAttempts,cumsum_takeovers,cumsum_accentedHitsTotal,cumsum_accentedHitsSuccessful,cumsum_knockdowns,cumsum_protectionPassage,cumsum_hitsHeadTotal,cumsum_hitsHeadSuccessful,cumsum_hitsBodyTotal,cumsum_hitsBodySuccessful,cumsum_hitsLegsTotal,cumsum_hitsLegsSuccessful,cumsum_accentedHitsPositionDistanceTotal,cumsum_accentedHitsPositionDistanceSuccessful,cumsum_accentedHitsPositionClinchTotal,cumsum_accentedHitsPositionClinchSuccessful,cumsum_accentedHitsPositionParterTotal,cumsum_accentedHitsPositionParterSuccessful,cumsum_winMethods_[DEC],cumsum_winMethods_[DQ],cumsum_winMethods_[KO],cumsum_winMethods_[SUB],current_duration,winner,current_hitsTotal,current_hitsSuccessful,current_takedownTotal,current_takedownSuccessful,current_submissionAttempts,current_takeovers,current_accentedHitsTotal,current_accentedHitsSuccessful,current_knockdowns,current_protectionPassage,current_hitsHeadTotal,current_hitsHeadSuccessful,current_hitsBodyTotal,current_hitsBodySuccessful,current_hitsLegsTotal,current_hitsLegsSuccessful,current_accentedHitsPositionDistanceTotal,current_accentedHitsPositionDistanceSuccessful,current_accentedHitsPositionClinchTotal,current_accentedHitsPositionClinchSuccessful,current_accentedHitsPositionParterTotal,current_accentedHitsPositionParterSuccessful,current_winMethods_[DEC],current_winMethods_[DQ],current_winMethods_[KO],current_winMethods_[SUB],age,eventDate.date,fighterId,fighter_nbr,odds,winnerId,count_of_fights,win_streak,loose_streak,fighterName
5629,300.0,1,59.0,50.0,1.0,1.0,0.0,1.0,12.0,8.0,0.0,2.0,11.0,7.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,9.0,7.0,1,0,0,0,300.0,True,59.0,50.0,1.0,1.0,0.0,1.0,12.0,8.0,0.0,2.0,11.0,7.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,9.0,7.0,1,0,0,0,32.0,2018-07-22 00:00:00,9,1,1.53,9.0,0,1,0,Abu Azaitar
6052,300.0,0,27.0,11.0,3.0,2.0,0.0,0.0,26.0,10.0,0.0,0.0,24.0,8.0,2.0,2.0,0.0,0.0,22.0,7.0,4.0,3.0,0.0,0.0,1,0,0,0,300.0,False,27.0,11.0,3.0,2.0,0.0,0.0,26.0,10.0,0.0,0.0,24.0,8.0,2.0,2.0,0.0,0.0,22.0,7.0,4.0,3.0,0.0,0.0,1,0,0,0,28.0,2019-06-01 00:00:00,10,1,2.36,658.0,0,0,1,Rostem Akman
6244,600.0,0,60.0,16.0,3.0,2.0,0.0,0.0,59.0,15.0,0.0,0.0,53.0,13.0,6.0,2.0,0.0,0.0,55.0,12.0,4.0,3.0,0.0,0.0,2,0,0,0,300.0,False,33.0,5.0,0.0,0.0,0.0,0.0,33.0,5.0,0.0,0.0,29.0,5.0,4.0,0.0,0.0,0.0,33.0,5.0,0.0,0.0,0.0,0.0,1,0,0,0,28.0,2019-10-05 00:00:00,10,1,3.98,246.0,1,0,2,Rostem Akman
4101,214.0,1,41.0,26.0,0.0,0.0,1.0,0.0,38.0,24.0,0.0,0.0,32.0,20.0,5.0,3.0,1.0,1.0,29.0,16.0,9.0,8.0,0.0,0.0,0,0,0,1,214.0,True,41.0,26.0,0.0,0.0,1.0,0.0,38.0,24.0,0.0,0.0,32.0,20.0,5.0,3.0,1.0,1.0,29.0,16.0,9.0,8.0,0.0,0.0,0,0,0,1,25.0,2015-04-11 00:00:00,11,1,1.56,11.0,0,1,0,Alexandra Albu
5183,514.0,2,113.0,58.0,1.0,1.0,1.0,0.0,91.0,46.0,0.0,0.0,78.0,38.0,10.0,5.0,3.0,3.0,76.0,33.0,11.0,10.0,4.0,3.0,1,0,0,1,300.0,True,72.0,32.0,1.0,1.0,0.0,0.0,53.0,22.0,0.0,0.0,46.0,18.0,5.0,2.0,2.0,2.0,47.0,17.0,2.0,2.0,4.0,3.0,1,0,0,0,27.0,2017-07-29 00:00:00,11,1,1.69,11.0,1,2,0,Alexandra Albu
5897,575.0,2,119.0,60.0,1.0,1.0,1.0,0.0,96.0,48.0,0.0,0.0,83.0,40.0,10.0,5.0,3.0,3.0,81.0,35.0,11.0,10.0,4.0,3.0,1,0,0,2,61.0,False,6.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,29.0,2019-02-18 05:00:00,11,1,1.97,401.0,2,0,1,Alexandra Albu
6286,875.0,2,175.0,86.0,1.0,1.0,1.0,0.0,149.0,71.0,0.0,0.0,125.0,55.0,18.0,12.0,6.0,4.0,120.0,47.0,25.0,21.0,4.0,3.0,2,0,0,2,300.0,False,56.0,26.0,0.0,0.0,0.0,0.0,53.0,23.0,0.0,0.0,42.0,15.0,8.0,7.0,3.0,1.0,39.0,12.0,14.0,11.0,0.0,0.0,1,0,0,0,29.0,2019-10-26 00:00:00,11,1,3.96,3391.0,3,0,2,Alexandra Albu
790,283.0,0,67.0,45.0,2.0,2.0,0.0,0.0,28.0,13.0,0.0,1.0,22.0,7.0,5.0,5.0,1.0,1.0,8.0,2.0,7.0,6.0,13.0,5.0,0,0,0,1,283.0,False,67.0,45.0,2.0,2.0,0.0,0.0,28.0,13.0,0.0,1.0,22.0,7.0,5.0,5.0,1.0,1.0,8.0,2.0,7.0,6.0,13.0,5.0,0,0,0,1,22.0,2005-10-03 00:00:00,12,1,,1312.0,0,0,1,Thiago Alves
826,428.0,1,79.0,54.0,3.0,3.0,0.0,0.0,39.0,21.0,0.0,3.0,30.0,12.0,7.0,7.0,2.0,2.0,10.0,4.0,9.0,8.0,20.0,9.0,0,0,1,1,145.0,True,12.0,9.0,1.0,1.0,0.0,0.0,11.0,8.0,0.0,2.0,8.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,4.0,0,0,1,0,22.0,2005-11-19 00:00:00,12,1,,12.0,1,1,0,Thiago Alves
896,602.0,2,115.0,73.0,3.0,3.0,0.0,0.0,66.0,32.0,0.0,3.0,47.0,17.0,12.0,11.0,7.0,4.0,29.0,9.0,15.0,12.0,22.0,11.0,0,0,2,1,174.0,True,36.0,19.0,0.0,0.0,0.0,0.0,27.0,11.0,0.0,0.0,17.0,5.0,5.0,4.0,5.0,2.0,19.0,5.0,6.0,4.0,2.0,2.0,0,0,1,0,23.0,2006-04-15 00:00:00,12,1,,12.0,2,2,0,Thiago Alves
943,879.0,2,116.0,74.0,3.0,3.0,0.0,0.0,66.0,32.0,0.0,3.0,47.0,17.0,12.0,11.0,7.0,4.0,29.0,9.0,15.0,12.0,22.0,11.0,0,0,3,1,277.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,23.0,2006-06-28 00:00:00,12,1,,1263.0,3,0,1,Thiago Alves
1019,1179.0,3,172.0,100.0,3.0,3.0,0.0,0.0,120.0,56.0,0.0,3.0,82.0,28.0,16.0,14.0,22.0,14.0,76.0,29.0,22.0,16.0,22.0,11.0,1,0,3,1,300.0,True,56.0,26.0,0.0,0.0,0.0,0.0,54.0,24.0,0.0,0.0,35.0,11.0,4.0,3.0,15.0,10.0,47.0,20.0,7.0,4.0,0.0,0.0,1,0,0,0,23.0,2006-10-10 00:00:00,12,1,,12.0,4,1,0,Thiago Alves
1081,1249.0,4,178.0,104.0,3.0,3.0,1.0,0.0,126.0,60.0,0.0,3.0,88.0,32.0,16.0,14.0,22.0,14.0,78.0,30.0,22.0,16.0,26.0,14.0,1,0,4,1,70.0,True,6.0,4.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,3.0,0,0,1,0,23.0,2006-12-30 00:00:00,12,1,,12.0,5,2,0,Thiago Alves
1281,1493.0,5,220.0,129.0,3.0,3.0,1.0,0.0,167.0,84.0,0.0,3.0,119.0,48.0,18.0,16.0,30.0,20.0,100.0,41.0,38.0,29.0,29.0,14.0,1,0,5,1,244.0,True,42.0,25.0,0.0,0.0,0.0,0.0,41.0,24.0,0.0,0.0,31.0,16.0,2.0,2.0,8.0,6.0,22.0,11.0,16.0,13.0,3.0,0.0,0,0,1,0,24.0,2007-09-19 00:00:00,12,1,,12.0,6,3,0,Thiago Alves
1322,1793.0,6,282.0,157.0,3.0,3.0,1.0,0.0,224.0,107.0,0.0,3.0,155.0,55.0,25.0,21.0,44.0,31.0,145.0,58.0,50.0,35.0,29.0,14.0,1,0,6,1,300.0,True,62.0,28.0,0.0,0.0,0.0,0.0,57.0,23.0,0.0,0.0,36.0,7.0,7.0,5.0,14.0,11.0,45.0,17.0,12.0,6.0,0.0,0.0,0,0,1,0,24.0,2007-11-17 00:00:00,12,1,,12.0,7,4,0,Thiago Alves
1434,1817.0,7,293.0,163.0,3.0,3.0,1.0,0.0,235.0,113.0,0.0,3.0,165.0,60.0,25.0,21.0,45.0,32.0,152.0,60.0,51.0,36.0,32.0,17.0,1,0,7,1,24.0,True,11.0,6.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,10.0,5.0,0.0,0.0,1.0,1.0,7.0,2.0,1.0,1.0,3.0,3.0,0,0,1,0,25.0,2008-04-02 00:00:00,12,1,,12.0,8,5,0,Thiago Alves
1502,1879.0,8,301.0,170.0,3.0,3.0,1.0,0.0,240.0,117.0,0.0,4.0,170.0,64.0,25.0,21.0,45.0,32.0,154.0,62.0,51.0,36.0,35.0,19.0,1,0,8,1,62.0,True,8.0,7.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0,0,1,0,25.0,2008-06-07 00:00:00,12,1,,12.0,9,6,0,Thiago Alves
1631,2179.0,9,383.0,210.0,3.0,3.0,1.0,0.0,322.0,157.0,0.0,4.0,233.0,88.0,25.0,21.0,64.0,48.0,225.0,94.0,62.0,44.0,35.0,19.0,2,0,8,1,300.0,True,82.0,40.0,0.0,0.0,0.0,0.0,82.0,40.0,0.0,0.0,63.0,24.0,0.0,0.0,19.0,16.0,71.0,32.0,11.0,8.0,0.0,0.0,1,0,0,0,25.0,2008-10-25 00:00:00,12,1,,12.0,10,7,0,Thiago Alves
1871,2479.0,9,416.0,216.0,3.0,3.0,1.0,0.0,353.0,161.0,0.0,4.0,261.0,90.0,25.0,21.0,67.0,50.0,256.0,98.0,62.0,44.0,35.0,19.0,3,0,8,1,300.0,False,33.0,6.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,28.0,2.0,0.0,0.0,3.0,2.0,31.0,4.0,0.0,0.0,0.0,0.0,1,0,0,0,26.0,2009-07-11 00:00:00,12,1,,709.0,11,0,1,Thiago Alves
2241,2779.0,9,461.0,234.0,3.0,3.0,1.0,1.0,392.0,174.0,0.0,4.0,295.0,98.0,26.0,22.0,71.0,54.0,286.0,109.0,67.0,45.0,39.0,20.0,4,0,8,1,300.0,False,45.0,18.0,0.0,0.0,0.0,1.0,39.0,13.0,0.0,0.0,34.0,8.0,1.0,1.0,4.0,4.0,30.0,11.0,5.0,1.0,4.0,1.0,1,0,0,0,27.0,2010-08-07 00:00:00,12,1,,1263.0,12,0,2,Thiago Alves
2370,3079.0,10,531.0,265.0,3.0,3.0,1.0,1.0,461.0,204.0,0.0,4.0,343.0,111.0,31.0,25.0,87.0,68.0,349.0,137.0,72.0,47.0,40.0,20.0,5,0,8,1,300.0,True,70.0,31.0,0.0,0.0,0.0,0.0,69.0,30.0,0.0,0.0,48.0,13.0,5.0,3.0,16.0,14.0,63.0,28.0,5.0,2.0,1.0,0.0,1,0,0,0,27.0,2010-12-11 00:00:00,12,1,,12.0,13,1,0,Thiago Alves
2501,3379.0,10,596.0,293.0,4.0,3.0,1.0,1.0,526.0,232.0,0.0,4.0,405.0,136.0,32.0,26.0,89.0,70.0,408.0,161.0,78.0,51.0,40.0,20.0,6,0,8,1,300.0,False,65.0,28.0,1.0,0.0,0.0,0.0,65.0,28.0,0.0,0.0,62.0,25.0,1.0,1.0,2.0,2.0,59.0,24.0,6.0,4.0,0.0,0.0,1,0,0,0,28.0,2011-05-28 00:00:00,12,1,,926.0,14,0,1,Thiago Alves
2686,3591.0,11,647.0,323.0,4.0,3.0,2.0,1.0,571.0,257.0,0.0,6.0,440.0,153.0,35.0,29.0,96.0,75.0,438.0,173.0,79.0,52.0,54.0,32.0,6,0,8,2,212.0,True,51.0,30.0,0.0,0.0,1.0,0.0,45.0,25.0,0.0,2.0,35.0,17.0,3.0,3.0,7.0,5.0,30.0,12.0,1.0,1.0,14.0,12.0,0,0,0,1,28.0,2011-11-05 00:00:00,12,1,,12.0,15,1,0,Thiago Alves
2827,3843.0,11,692.0,347.0,6.0,4.0,2.0,1.0,611.0,276.0,0.0,6.0,471.0,168.0,37.0,30.0,103.0,78.0,478.0,192.0,79.0,52.0,54.0,32.0,6,0,8,3,252.0,False,45.0,24.0,2.0,1.0,0.0,0.0,40.0,19.0,0.0,0.0,31.0,15.0,2.0,1.0,7.0,3.0,40.0,19.0,0.0,0.0,0.0,0.0,0,0,0,1,29.0,2012-03-02 00:00:00,12,1,,801.0,16,0,1,Thiago Alves
3628,4143.0,12,774.0,389.0,7.0,4.0,2.0,1.0,692.0,317.0,0.0,6.0,523.0,183.0,51.0,42.0,118.0,92.0,554.0,229.0,84.0,56.0,54.0,32.0,7,0,8,3,300.0,True,82.0,42.0,1.0,0.0,0.0,0.0,81.0,41.0,0.0,0.0,52.0,15.0,14.0,12.0,15.0,14.0,76.0,37.0,5.0,4.0,0.0,0.0,1,0,0,0,31.0,2014-04-19 00:00:00,12,1,1.24,12.0,17,1,0,Thiago Alves
4022,4182.0,13,787.0,397.0,7.0,4.0,2.0,1.0,705.0,325.0,0.0,6.0,533.0,189.0,52.0,43.0,120.0,93.0,559.0,231.0,84.0,56.0,62.0,38.0,7,0,9,3,39.0,True,13.0,8.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,10.0,6.0,1.0,1.0,2.0,1.0,5.0,2.0,0.0,0.0,8.0,6.0,0,0,1,0,32.0,2015-01-31 00:00:00,12,1,2.27,12.0,18,2,0,Thiago Alves
4164,4482.0,13,818.0,409.0,7.0,4.0,3.0,1.0,735.0,336.0,0.0,6.0,557.0,194.0,53.0,44.0,125.0,98.0,587.0,242.0,86.0,56.0,62.0,38.0,7,0,10,3,300.0,False,31.0,12.0,0.0,0.0,1.0,0.0,30.0,11.0,0.0,0.0,24.0,5.0,1.0,1.0,5.0,5.0,28.0,11.0,2.0,0.0,0.0,0.0,0,0,1,0,32.0,2015-05-30 00:00:00,12,1,3.13,547.0,19,0,1,Thiago Alves
4835,4782.0,13,858.0,428.0,7.0,4.0,3.0,1.0,770.0,350.0,0.0,6.0,585.0,201.0,56.0,47.0,129.0,102.0,614.0,253.0,86.0,56.0,70.0,41.0,8,0,10,3,300.0,False,40.0,19.0,0.0,0.0,0.0,0.0,35.0,14.0,0.0,0.0,28.0,7.0,3.0,3.0,4.0,4.0,27.0,11.0,0.0,0.0,8.0,3.0,1,0,0,0,33.0,2016-11-12 00:00:00,12,1,1.67,229.0,20,0,2,Thiago Alves
5023,5082.0,14,902.0,455.0,8.0,5.0,3.0,1.0,809.0,373.0,0.0,7.0,608.0,210.0,62.0,52.0,139.0,111.0,644.0,270.0,90.0,59.0,75.0,44.0,9,0,10,3,300.0,True,44.0,27.0,1.0,1.0,0.0,0.0,39.0,23.0,0.0,1.0,23.0,9.0,6.0,5.0,10.0,9.0,30.0,17.0,4.0,3.0,5.0,3.0,1,0,0,0,34.0,2017-04-08 00:00:00,12,1,2.2,12.0,21,1,0,Thiago Alves
5438,5339.0,14,962.0,477.0,8.0,5.0,3.0,1.0,869.0,395.0,0.0,7.0,640.0,212.0,65.0,55.0,164.0,128.0,704.0,292.0,90.0,59.0,75.0,44.0,9,0,11,3,257.0,False,60.0,22.0,0.0,0.0,0.0,0.0,60.0,22.0,0.0,0.0,32.0,2.0,3.0,3.0,25.0,17.0,60.0,22.0,0.0,0.0,0.0,0.0,0,0,1,0,35.0,2018-02-18 00:00:00,12,1,1.69,228.0,22,0,1,Thiago Alves
5693,5639.0,14,1027.0,498.0,8.0,5.0,3.0,1.0,934.0,416.0,0.0,7.0,683.0,219.0,74.0,60.0,177.0,137.0,767.0,313.0,92.0,59.0,75.0,44.0,10,0,11,3,300.0,False,65.0,21.0,0.0,0.0,0.0,0.0,65.0,21.0,0.0,0.0,43.0,7.0,9.0,5.0,13.0,9.0,63.0,21.0,2.0,0.0,0.0,0.0,1,0,0,0,35.0,2018-09-15 00:00:00,12,1,5.0,180.0,23,0,2,Thiago Alves
5872,5939.0,15,1050.0,513.0,8.0,5.0,3.0,1.0,951.0,425.0,0.0,7.0,693.0,223.0,79.0,63.0,179.0,139.0,782.0,320.0,94.0,61.0,75.0,44.0,11,0,11,3,300.0,True,23.0,15.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0,0.0,10.0,4.0,5.0,3.0,2.0,2.0,15.0,7.0,2.0,2.0,0.0,0.0,1,0,0,0,36.0,2019-02-02 00:00:00,12,1,2.76,12.0,24,1,0,Thiago Alves
6026,6239.0,15,1115.0,543.0,11.0,6.0,3.0,1.0,1015.0,454.0,0.0,7.0,743.0,239.0,81.0,64.0,191.0,151.0,842.0,346.0,98.0,64.0,75.0,44.0,12,0,11,3,300.0,False,65.0,30.0,3.0,1.0,0.0,0.0,64.0,29.0,0.0,0.0,50.0,16.0,2.0,1.0,12.0,12.0,60.0,26.0,4.0,3.0,0.0,0.0,1,0,0,0,36.0,2019-05-11 00:00:00,12,1,1.86,635.0,25,0,1,Thiago Alves
6323,6397.0,15,1141.0,556.0,11.0,6.0,3.0,1.0,1041.0,467.0,0.0,7.0,763.0,246.0,84.0,67.0,194.0,154.0,866.0,358.0,100.0,65.0,75.0,44.0,12,0,11,4,158.0,False,26.0,13.0,0.0,0.0,0.0,0.0,26.0,13.0,0.0,0.0,20.0,7.0,3.0,3.0,3.0,3.0,24.0,12.0,2.0,1.0,0.0,0.0,0,0,0,1,36.0,2019-12-08 05:00:00,12,1,3.16,231.0,26,0,2,Thiago Alves
3668,25.0,1,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,25.0,True,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,23.0,2014-05-31 00:00:00,13,1,1.51,13.0,0,1,0,Warlley Alves
3908,325.0,2,48.0,20.0,0.0,0.0,1.0,0.0,48.0,20.0,0.0,0.0,42.0,16.0,5.0,3.0,1.0,1.0,45.0,18.0,3.0,2.0,0.0,0.0,1,0,0,1,300.0,True,46.0,18.0,0.0,0.0,0.0,0.0,46.0,18.0,0.0,0.0,41.0,15.0,5.0,3.0,0.0,0.0,43.0,16.0,3.0,2.0,0.0,0.0,1,0,0,0,23.0,2014-11-08 00:00:00,13,1,1.45,13.0,1,2,0,Warlley Alves
4282,576.0,3,63.0,30.0,2.0,1.0,2.0,0.0,60.0,27.0,0.0,2.0,50.0,19.0,7.0,5.0,3.0,3.0,51.0,21.0,5.0,4.0,4.0,2.0,1,0,0,2,251.0,True,15.0,10.0,2.0,1.0,1.0,0.0,12.0,7.0,0.0,2.0,8.0,3.0,2.0,2.0,2.0,2.0,6.0,3.0,2.0,2.0,4.0,2.0,0,0,0,1,24.0,2015-08-01 00:00:00,13,1,1.46,13.0,2,3,0,Warlley Alves
4430,662.0,4,67.0,32.0,2.0,1.0,3.0,0.0,64.0,29.0,0.0,2.0,52.0,19.0,8.0,6.0,4.0,4.0,54.0,23.0,6.0,4.0,4.0,2.0,1,0,0,3,86.0,True,4.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0,0,0,1,24.0,2015-12-12 00:00:00,13,1,2.08,13.0,3,4,0,Warlley Alves
4602,962.0,4,132.0,67.0,4.0,1.0,3.0,0.0,128.0,63.0,0.0,2.0,108.0,48.0,15.0,10.0,5.0,5.0,114.0,54.0,10.0,7.0,4.0,2.0,2,0,0,3,300.0,False,65.0,35.0,2.0,0.0,0.0,0.0,64.0,34.0,0.0,0.0,56.0,29.0,7.0,4.0,1.0,1.0,60.0,31.0,4.0,3.0,0.0,0.0,1,0,0,0,25.0,2016-05-14 00:00:00,13,1,1.21,37.0,4,0,1,Warlley Alves
4843,1262.0,4,142.0,68.0,4.0,1.0,4.0,0.0,138.0,64.0,0.0,2.0,116.0,48.0,16.0,10.0,6.0,6.0,123.0,55.0,11.0,7.0,4.0,2.0,3,0,0,3,300.0,False,10.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,25.0,2016-11-20 00:00:00,13,1,2.85,531.0,5,0,2,Warlley Alves
5260,1562.0,5,179.0,84.0,6.0,2.0,4.0,0.0,170.0,75.0,0.0,2.0,132.0,52.0,22.0,12.0,16.0,11.0,155.0,66.0,11.0,7.0,4.0,2.0,4,0,0,3,300.0,True,37.0,16.0,2.0,1.0,0.0,0.0,32.0,11.0,0.0,0.0,16.0,4.0,6.0,2.0,10.0,5.0,32.0,11.0,0.0,0.0,0.0,0.0,1,0,0,0,26.0,2017-10-21 00:00:00,13,1,1.29,13.0,6,1,0,Warlley Alves
5524,1862.0,6,216.0,106.0,6.0,2.0,4.0,0.0,192.0,83.0,0.0,2.0,144.0,56.0,29.0,14.0,19.0,13.0,169.0,68.0,19.0,13.0,4.0,2.0,4,0,1,3,300.0,True,37.0,22.0,0.0,0.0,0.0,0.0,22.0,8.0,0.0,0.0,12.0,4.0,7.0,2.0,3.0,2.0,14.0,2.0,8.0,6.0,0.0,0.0,0,0,1,0,27.0,2018-05-12 00:00:00,13,1,1.35,13.0,7,2,0,Warlley Alves
5666,2010.0,6,250.0,126.0,6.0,2.0,4.0,0.0,216.0,95.0,0.0,2.0,166.0,68.0,31.0,14.0,19.0,13.0,188.0,75.0,24.0,18.0,4.0,2.0,4,0,2,3,148.0,False,34.0,20.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,0.0,22.0,12.0,2.0,0.0,0.0,0.0,19.0,7.0,5.0,5.0,0.0,0.0,0,0,1,0,27.0,2018-08-25 00:00:00,13,1,1.31,176.0,8,0,1,Warlley Alves
6029,2263.0,7,319.0,164.0,6.0,2.0,4.0,0.0,285.0,133.0,0.0,2.0,217.0,92.0,39.0,21.0,29.0,20.0,255.0,111.0,26.0,20.0,4.0,2.0,4,0,3,3,253.0,True,69.0,38.0,0.0,0.0,0.0,0.0,69.0,38.0,0.0,0.0,51.0,24.0,8.0,7.0,10.0,7.0,67.0,36.0,2.0,2.0,0.0,0.0,0,0,1,0,28.0,2019-05-11 00:00:00,13,1,1.75,13.0,9,1,0,Warlley Alves
6321,2345.0,7,327.0,165.0,7.0,3.0,4.0,0.0,293.0,134.0,0.0,2.0,224.0,92.0,39.0,21.0,30.0,21.0,263.0,112.0,26.0,20.0,4.0,2.0,4,0,3,4,82.0,False,8.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,28.0,2019-11-16 00:00:00,13,1,1.75,53.0,10,0,1,Warlley Alves
6810,2500.0,8,357.0,189.0,8.0,4.0,4.0,1.0,314.0,151.0,0.0,2.0,236.0,101.0,47.0,28.0,31.0,22.0,272.0,119.0,32.0,24.0,10.0,8.0,4,0,4,4,155.0,True,30.0,24.0,1.0,1.0,0.0,1.0,21.0,17.0,0.0,0.0,12.0,9.0,8.0,7.0,1.0,1.0,9.0,7.0,6.0,4.0,6.0,6.0,0,0,1,0,30.0,2021-01-20 00:00:00,13,1,3.04,13.0,11,1,0,Warlley Alves
5584,285.0,0,44.0,20.0,0.0,0.0,0.0,0.0,44.0,20.0,0.0,0.0,25.0,6.0,4.0,3.0,15.0,11.0,44.0,20.0,0.0,0.0,0.0,0.0,0,0,1,0,285.0,False,44.0,20.0,0.0,0.0,0.0,0.0,44.0,20.0,0.0,0.0,25.0,6.0,4.0,3.0,15.0,11.0,44.0,20.0,0.0,0.0,0.0,0.0,0,0,1,0,30.0,2018-06-23 00:00:00,14,1,3.35,160.0,0,0,1,Hector Aldana
5773,585.0,0,87.0,33.0,0.0,0.0,0.0,0.0,87.0,33.0,0.0,0.0,60.0,14.0,10.0,7.0,17.0,12.0,86.0,33.0,1.0,0.0,0.0,0.0,1,0,1,0,300.0,False,43.0,13.0,0.0,0.0,0.0,0.0,43.0,13.0,0.0,0.0,35.0,8.0,6.0,4.0,2.0,1.0,42.0,13.0,1.0,0.0,0.0,0.0,1,0,0,0,30.0,2018-11-17 00:00:00,14,1,1.9,635.0,1,0,2,Hector Aldana
6257,737.0,0,102.0,37.0,0.0,0.0,0.0,0.0,102.0,37.0,0.0,0.0,71.0,14.0,10.0,7.0,21.0,16.0,101.0,37.0,1.0,0.0,0.0,0.0,1,0,2,0,152.0,False,15.0,4.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,4.0,15.0,4.0,0.0,0.0,0.0,0.0,0,0,1,0,31.0,2019-10-12 00:00:00,14,1,2.91,2012.0,2,0,3,Hector Aldana
4920,300.0,0,75.0,38.0,1.0,1.0,0.0,0.0,75.0,38.0,0.0,0.0,65.0,30.0,3.0,3.0,7.0,5.0,65.0,32.0,7.0,5.0,3.0,1.0,1,0,0,0,300.0,False,75.0,38.0,1.0,1.0,0.0,0.0,75.0,38.0,0.0,0.0,65.0,30.0,3.0,3.0,7.0,5.0,65.0,32.0,7.0,5.0,3.0,1.0,1,0,0,0,28.0,2016-12-18 00:00:00,15,1,1.33,726.0,0,0,1,Irene Aldana
5031,600.0,0,169.0,77.0,1.0,1.0,0.0,0.0,169.0,77.0,0.0,0.0,138.0,54.0,12.0,8.0,19.0,15.0,152.0,68.0,14.0,8.0,3.0,1.0,2,0,0,0,300.0,False,94.0,39.0,0.0,0.0,0.0,0.0,94.0,39.0,0.0,0.0,73.0,24.0,9.0,5.0,12.0,10.0,87.0,36.0,7.0,3.0,0.0,0.0,1,0,0,0,29.0,2017-04-08 00:00:00,15,1,2.3,439.0,1,0,2,Irene Aldana
5386,900.0,1,245.0,113.0,1.0,1.0,0.0,2.0,239.0,107.0,0.0,2.0,201.0,79.0,18.0,13.0,20.0,15.0,216.0,92.0,14.0,8.0,9.0,7.0,3,0,0,0,300.0,True,76.0,36.0,0.0,0.0,0.0,2.0,70.0,30.0,0.0,2.0,63.0,25.0,6.0,5.0,1.0,0.0,64.0,24.0,0.0,0.0,6.0,6.0,1,0,0,0,30.0,2018-01-14 00:00:00,15,1,1.76,15.0,2,1,0,Irene Aldana
