iter	Passed	Remaining
0	6	18250
1	11	16749
2	14	14428
3	18	14224
4	22	13449
5	27	13932
6	32	13976
7	37	14100
8	41	13889
9	44	13390
10	47	12981
11	50	12668
12	53	12352
13	56	12068
14	60	12017
15	63	11830
16	66	11679
17	69	11528
18	72	11426
19	75	11295
20	78	11191
21	81	11072
22	86	11244
23	90	11273
24	96	11465
25	101	11575
26	104	11555
27	109	11581
28	116	11984
29	123	12200
30	128	12337
31	133	12408
32	138	12478
33	144	12595
34	150	12718
35	155	12788
36	159	12774
37	165	12905
38	170	12958
39	174	12915
40	179	12973
41	183	12914
42	187	12922
43	191	12895
44	197	12958
45	203	13092
46	208	13072
47	214	13190
48	220	13295
49	226	13344
50	234	13565
51	242	13734
52	247	13769
53	254	13881
54	260	13952
55	266	14004
56	270	13959
57	273	13888
58	277	13855
59	281	13801
60	284	13719
61	287	13644
62	291	13577
63	297	13648
64	303	13692
65	307	13665
66	311	13650
67	316	13656
68	323	13749
69	328	13753
70	333	13774
71	337	13725
72	342	13749
73	347	13758
74	352	13742
75	356	13731
76	360	13672
77	363	13605
78	366	13563
79	369	13500
80	372	13435
81	375	13377
82	380	13355
83	383	13306
84	386	13248
85	389	13201
86	392	13151
87	396	13114
88	400	13111
89	405	13105
90	409	13099
91	414	13113
92	420	13134
93	423	13103
94	427	13084
95	432	13087
96	437	13106
97	441	13064
98	444	13027
99	447	12989
100	451	12947
101	454	12911
102	457	12872
103	460	12833
104	464	12796
105	468	12783
106	471	12756
107	475	12740
108	478	12698
109	481	12662
110	485	12624
111	488	12589
112	493	12617
113	499	12639
114	503	12640
115	508	12643
116	513	12651
117	517	12648
118	520	12613
119	524	12578
120	527	12548
121	530	12517
122	534	12491
123	537	12461
124	540	12440
125	545	12447
126	551	12466
127	555	12460
128	561	12491
129	565	12493
130	570	12488
131	574	12479
132	579	12500
133	588	12583
134	593	12595
135	600	12636
136	605	12663
137	612	12709
138	620	12764
139	624	12763
140	630	12789
141	635	12787
142	638	12757
143	642	12737
144	646	12731
145	651	12735
146	656	12750
147	661	12753
148	667	12769
149	672	12768
150	679	12825
151	686	12857
152	691	12859
153	697	12894
154	704	12926
155	711	12967
156	716	12968
157	720	12965
158	726	12988
159	732	12994
160	738	13024
161	744	13045
162	749	13040
163	753	13022
164	758	13031
165	764	13047
166	769	13046
167	773	13032
168	777	13025
169	781	13017
170	785	12994
171	789	12978
172	793	12974
173	799	12979
174	804	12982
175	812	13030
176	818	13049
177	826	13101
178	833	13132
179	839	13145
180	844	13150
181	848	13140
182	854	13159
183	857	13129
184	862	13127
185	869	13156
186	875	13174
187	881	13189
188	887	13195
189	892	13206
190	899	13228
191	907	13267
192	912	13278
193	919	13305
194	926	13331
195	931	13321
196	935	13310
197	938	13280
198	941	13250
199	944	13219
200	947	13188
201	988	13689
202	999	13771
203	1006	13788
204	1011	13785
205	1016	13782
206	1021	13786
207	1026	13782
208	1031	13776
209	1034	13749
210	1038	13724
211	1042	13711
212	1046	13699
213	1052	13701
214	1057	13696
215	1061	13684
216	1065	13670
217	1069	13654
218	1075	13658
219	1079	13634
220	1083	13619
221	1087	13608
222	1091	13589
223	1096	13592
224	1100	13567
225	1103	13549
226	1108	13543
227	1113	13532
228	1117	13519
229	1121	13504
230	1125	13494
231	1130	13486
232	1136	13491
233	1139	13472
234	1146	13485
235	1153	13509
236	1161	13541
237	1166	13541
238	1173	13552
239	1177	13542
240	1181	13522
241	1186	13522
242	1192	13531
